123,9,ACADEMY CASABLANCA,TIM ANISTON
124,7,ACADEMY CASPER,MEG FAWCETT
125,12,ACADEMY CASSIDY,DENNIS FONDA
126,1,ACADEMY CASUALTIES,RUSSELL STREEP
127,9,ACADEMY CAT,ELIZABETH STREEP
128,15,ACADEMY CATCH,KARL MATTHAU
129,6,ACADEMY CAUSE,ANGELA GARBO
130,5,ACADEMY CELEBRITY,RIVER PALTROW
131,4,ACADEMY CENTER,SYLVESTER HUSTON
132,12,ACADEMY CHAINSAW,BOB MATTHAU
133,8,ACADEMY CHAMBER,PEARL PRESLEY
134,12,ACADEMY CHAMPION,BRAD WAHLBERG
135,5,ACADEMY CHANCE,RICHARD DEGENERES
136,3,ACADEMY CHAPLIN,ORLANDO WATSON
137,6,ACADEMY CHARADE,JEREMY O'DONNELL
138,10,ACADEMY CHARIOTS,BEN BULLOCK
139,2,ACADEMY CHASING,LAUREN THERON
140,5,ACADEMY CHEAPER,PARKER WAYNE
141,7,ACADEMY CHICAGO,JENNIFER DAVIS
142,1,ACADEMY CHICKEN,CARRIE MIRANDA
143,13,ACADEMY CHILL,STEVE NOLTE
144,9,ACADEMY CHINATOWN,THORA CRAWFORD
145,11,ACADEMY CHISUM,KATE PACINO
146,15,ACADEMY CHITTY,RALPH DAY-LEWIS
147,13,ACADEMY CHOCOLAT,NICOLE GRANT
148,12,ACADEMY CHOCOLATE,JULIA MCQUEEN
149,11,ACADEMY CHRISTMAS,OPRAH BACALL
150,4,ACADEMY CIDER,ROSIE ROBERTS
151,6,ACADEMY CINCINATTI,SIDNEY BRANAGH
152,4,ACADEMY CIRCUS,MARLON DRIVER
153,13,ACADEMY CITIZEN,CHARLES WATSON
154,14,ACADEMY CLASH,MATTHEW DEE
155,13,ACADEMY CLEOPATRA,LEELEE BACALL
156,5,ACADEMY CLERKS,SHIRLEY BERRY
157,8,ACADEMY CLOCKWORK,MARISA GOLDBERG
158,10,ACADEMY CLONES,RICHARD BOLGER
159,7,ACADEMY CLOSER,LENA DIETRICH
160,15,ACADEMY CLUB,JESSICA NEWMAN
161,4,ACADEMY CLUE,FRED LOLLOBRIGIDA
162,8,ACADEMY CLUELESS,SALLY CRUISE
163,1,ACADEMY CLYDE,FAY TRACY
164,3,ACADEMY COAST,WALTER BALL
165,4,ACADEMY COLDBLOODED,KATE WRAY
166,15,ACADEMY COLOR,HUMPHREY PECK
167,11,ACADEMY COMA,GREGORY FINNEY
168,12,ACADEMY COMANCHEROS,KATHARINE HORNE
169,12,ACADEMY COMFORTS,DUSTIN HOFFMAN
170,9,ACADEMY COMMAND,GREG HECHE
171,15,ACADEMY COMMANDMENTS,JULIANNE WOOD
172,8,ACADEMY CONEHEADS,MEL SUVARI
173,7,ACADEMY CONFESSIONS,LEONARDO BOLGER
174,3,ACADEMY CONFIDENTIAL,GENE SANDLER
175,12,ACADEMY CONFUSED,WALTER WINFREY
176,15,ACADEMY CONGENIALITY,ANDY TORN
177,13,ACADEMY CONNECTICUT,AUDREY MCDORMAND
178,10,ACADEMY CONNECTION,KIRK SPACEK
179,2,ACADEMY CONQUERER,JODIE WILLIS
180,15,ACADEMY CONSPIRACY,SOPHIA BOLGER
181,15,ACADEMY CONTACT,RIVER BLANCHETT
182,4,ACADEMY CONTROL,LUCILLE DRIVER
183,12,ACADEMY CONVERSATION,SCARLETT GABLE
184,16,ACADEMY CORE,MAE MCDORMAND
185,6,ACADEMY COWBOY,BRAD WALKEN
186,3,ACADEMY CRAFT,HELEN PFEIFFER
187,1,ACADEMY CRANES,CLARK THURMAN
188,11,ACADEMY CRAZY,EWAN TAYLOR
189,4,ACADEMY CREATURES,JENNIFER BRANDO
190,14,ACADEMY CREEPERS,HENRY TURNER
191,4,ACADEMY CROOKED,SUSAN GARCIA
192,9,ACADEMY CROSSING,JUDE GOLDBERG
193,10,ACADEMY CROSSROADS,JULIANNE O'DONNELL
194,12,ACADEMY CROW,RALPH HORNE
195,11,ACADEMY CROWDS,ED CRONYN
196,4,ACADEMY CRUELTY,PEARL GRANT
197,12,ACADEMY CRUSADE,JULIANNE KIDMAN
198,15,ACADEMY CRYSTAL,DUSTIN STALLONE
199,2,ACADEMY CUPBOARD,UMA HORNE
200,4,ACADEMY CURTAIN,JEFF DOUGLAS
201,15,ACADEMY CYCLONE,WILL KAHN
202,13,ACADEMY DADDY,JULIA GRANT
203,14,ACADEMY DAISY,LAUREN KIDMAN
204,10,ACADEMY DALMATIONS,RALPH BALL
205,13,ACADEMY DANCES,MILLA CAINE
206,14,ACADEMY DANCING,JULIANNE HUNT
207,13,ACADEMY DANGEROUS,KIM WALKEN
208,1,ACADEMY DARES,NATALIE BRANDO
209,16,ACADEMY DARKNESS,MORGAN RUSSELL
210,3,ACADEMY DARKO,PENELOPE BLOOM
211,14,ACADEMY DARLING,RUSSELL CAMPBELL
212,9,ACADEMY DARN,SPENCER PALTROW
213,5,ACADEMY DATE,EMILY BAILEY
214,12,ACADEMY DAUGHTER,EMILY LUGOSI
215,2,ACADEMY DAWN,MARY HUDSON
216,4,ACADEMY DAY,CARRIE CRUISE
217,2,ACADEMY DAZED,PARKER CAMPBELL
218,3,ACADEMY DECEIVER,RENEE LAW
219,15,ACADEMY DEEP,ANDY FIELD
220,12,ACADEMY DEER,RITA SOBIESKI
221,7,ACADEMY DELIVERANCE,GREG WATSON
222,10,ACADEMY DESERT,ANTHONY BRODY
223,2,ACADEMY DESIRE,SIDNEY DERN
224,6,ACADEMY DESPERATE,RENEE LANSBURY
225,12,ACADEMY DESTINATION,HARRISON HOPE
226,12,ACADEMY DESTINY,ADRIEN DAY-LEWIS
227,16,ACADEMY DETAILS,CHRISTIAN DUNST
228,6,ACADEMY DETECTIVE,KATE PINKETT
229,12,ACADEMY DEVIL,ORLANDO AFFLECK
230,2,ACADEMY DIARY,THORA CAGE
231,9,ACADEMY DINOSAUR,WINONA HACKMAN
232,10,ACADEMY DIRTY,AL HARRIS
233,1,ACADEMY DISCIPLE,HENRY SARANDON
234,13,ACADEMY DISTURBING,ANDY RYAN
235,1,ACADEMY DIVIDE,KIRK HAWKE
236,12,ACADEMY DIVINE,MARLENE HACKMAN
237,7,ACADEMY DIVORCE,JON KAHN
238,2,ACADEMY DOCTOR,NICOLE DUKAKIS
239,9,ACADEMY DOGMA,LENA MCQUEEN
240,16,ACADEMY DOLLS,GREG CRUZ
241,13,ACADEMY DONNIE,LISA TANDY
242,9,ACADEMY DOOM,ANNE WRAY
243,16,ACADEMY DOORS,LISA KEATON
244,9,ACADEMY DORADO,BURT JOLIE
245,1,ACADEMY DOUBLE,JODIE ASTAIRE
246,10,ACADEMY DOUBTFIRE,JOHN GABLE
247,13,ACADEMY DOWNHILL,ANGELINA FISHER
248,3,ACADEMY DOZEN,ZERO FISHER
249,4,ACADEMY DRACULA,JOHNNY LOLLOBRIGIDA
250,10,ACADEMY DRAGON,KIRK POSEY
251,12,ACADEMY DRAGONFLY,JOAN POITIER
252,5,ACADEMY DREAM,LEELEE PFEIFFER
253,13,ACADEMY DRIFTER,EWAN O'DONNELL
254,13,ACADEMY DRIVER,SPENCER NICHOLSON
255,14,ACADEMY DRIVING,GWYNETH MCQUEEN
256,9,ACADEMY DROP,ELIZABETH HUDSON
257,4,ACADEMY DRUMLINE,UMA WAYNE
258,13,ACADEMY DRUMS,CLARK BASINGER
259,7,ACADEMY DUCK,FRED MCKELLEN
260,15,ACADEMY DUDE,WALTER PFEIFFER
261,13,ACADEMY DUFFEL,CHRISTIAN MARX
262,4,ACADEMY DUMBO,RALPH SINATRA
263,11,ACADEMY DURHAM,BRAD HAWKE
264,8,ACADEMY DWARFS,LANA SPACEK
265,2,ACADEMY DYING,DENNIS ALLEN
266,12,ACADEMY DYNAMITE,TIM BACALL
267,12,ACADEMY EAGLES,GLENN DICAPRIO
268,10,ACADEMY EARLY,HELEN BLOOM
269,10,ACADEMY EARRING,MEL GRANT
270,11,ACADEMY EARTH,RIVER DEE
271,4,ACADEMY EASY,CANDICE AFFLECK
272,11,ACADEMY EDGE,JADA MIRANDA
273,16,ACADEMY EFFECT,VIVIEN PRESLEY
274,3,ACADEMY EGG,EMILY BENING
275,11,ACADEMY EGYPT,MARISA WATSON
276,10,ACADEMY ELEMENT,SUSAN BALL
277,14,ACADEMY ELEPHANT,JOAN STREEP
278,3,ACADEMY ELF,IAN RUSH
279,16,ACADEMY ELIZABETH,SPENCER DUNST
280,11,ACADEMY EMPIRE,BRUCE SOBIESKI
281,4,ACADEMY ENCINO,WILLEM TORN
282,16,ACADEMY ENCOUNTERS,AL HOPPER
283,2,ACADEMY ENDING,MADELINE TOMEI
284,6,ACADEMY ENEMY,ANGELA WITHERSPOON
285,7,ACADEMY ENGLISH,ALICIA TRACY
286,8,ACADEMY ENOUGH,ED HOPPER
287,10,ACADEMY ENTRAPMENT,FRANK LUGOSI
288,8,ACADEMY ESCAPE,TIM CAGE
289,14,ACADEMY EVE,SPENCER ZELLWEGER
290,2,ACADEMY EVERYONE,ANGELINA NORTON
291,8,ACADEMY EVOLUTION,NATALIE NICHOLSON
292,9,ACADEMY EXCITEMENT,THORA PENN
293,15,ACADEMY EXORCIST,BRAD RYAN
294,12,ACADEMY EXPECATIONS,NEVE PFEIFFER
295,13,ACADEMY EXPENDABLE,MEG PACINO
296,2,ACADEMY EXPRESS,LANA DUKAKIS
297,3,ACADEMY EXTRAORDINARY,HUME LANCASTER
298,2,ACADEMY EYES,JULIETTE DRIVER
299,15,ACADEMY FACTORY,CHARLES STALLONE
300,11,ACADEMY FALCON,JESSICA DUKAKIS
301,4,ACADEMY FAMILY,LAURA DERN
302,8,ACADEMY FANTASIA,CARY DRIVER
303,10,ACADEMY FANTASY,RITA HUNT
304,9,ACADEMY FARGO,ORLANDO LANCASTER
305,8,ACADEMY FATAL,KEVIN SINATRA
306,4,ACADEMY FEATHERS,UMA FINNEY
307,6,ACADEMY FELLOWSHIP,GOLDIE LANCASTER
308,1,ACADEMY FERRIS,DARYL ANISTON
309,13,ACADEMY FEUD,HUME O'DONNELL
310,13,ACADEMY FEVER,HUMPHREY SORVINO
311,1,ACADEMY FICTION,RUBY WATSON
312,1,ACADEMY FIDDLER,JON BENING
313,2,ACADEMY FIDELITY,TIM LEIGH
314,2,ACADEMY FIGHT,PAUL CLOSE
315,2,ACADEMY FINDING,WINONA HOPPER
316,1,ACADEMY FIRE,MATTHEW RYDER
317,14,ACADEMY FIREBALL,JEFF REYNOLDS
318,4,ACADEMY FIREHOUSE,KIRSTEN CHASE
319,4,ACADEMY FISH,CARY KINNEAR
320,3,ACADEMY FLAMINGOS,EMILY COSTNER
321,15,ACADEMY FLASH,RUBY PFEIFFER
322,16,ACADEMY FLATLINERS,HALLE HOPE
323,7,ACADEMY FLIGHT,LIZA AKROYD
324,15,ACADEMY FLINTSTONES,LEELEE HECHE
325,15,ACADEMY FLOATS,RIVER MCDORMAND
326,4,ACADEMY FLYING,DREW NICHOLSON
327,11,ACADEMY FOOL,FRANCES CRUZ
328,8,ACADEMY FOREVER,AUDREY WRAY
329,3,ACADEMY FORREST,MEL TOMEI
330,7,ACADEMY FORRESTER,NICOLE STALLONE
331,12,ACADEMY FORWARD,DEBBIE CROWE
332,14,ACADEMY FRANKENSTEIN,MARISA TORN
333,3,ACADEMY FREAKY,DREW HARRIS
334,9,ACADEMY FREDDY,BETTE NICHOLSON
335,5,ACADEMY FREEDOM,SIDNEY SOBIESKI
336,10,ACADEMY FRENCH,ANTHONY RUSH
337,4,ACADEMY FRIDA,DANIEL LAW
338,2,ACADEMY FRISCO,JULIETTE STREEP
339,9,ACADEMY FROGMEN,NATALIE MALDEN
340,11,ACADEMY FRONTIER,WILLIAM BIRCH
341,8,ACADEMY FROST,RITA PENN
342,14,ACADEMY FUGITIVE,CARY PITT
343,3,ACADEMY FULL,MARLENE POSEY
344,12,ACADEMY FURY,GRACE MOSTEL
345,10,ACADEMY GABLES,DANIEL WITHERSPOON
346,10,ACADEMY GALAXY,ANGELINA AKROYD
347,16,ACADEMY GAMES,FRANK FOSTER
348,15,ACADEMY GANDHI,MATTHEW JOHANSSON
349,6,ACADEMY GANGS,JAYNE THERON
350,13,ACADEMY GARDEN,NATALIE WAHLBERG
351,5,ACADEMY GASLIGHT,FAY BOLGER
352,15,ACADEMY GATHERING,CHARLTON KEATON
353,3,ACADEMY GENTLEMEN,AL LANSBURY
354,10,ACADEMY GHOST,ANNETTE HOPE
355,13,ACADEMY GHOSTBUSTERS,GARY TAYLOR
356,13,ACADEMY GIANT,SPENCER CAMPBELL
357,15,ACADEMY GILBERT,VAL HACKMAN
358,9,ACADEMY GILMORE,CATE PFEIFFER
359,12,ACADEMY GLADIATOR,MINNIE BRANDO
360,3,ACADEMY GLASS,MENA TYLER
361,5,ACADEMY GLEAMING,MATTHEW CROWE
362,11,ACADEMY GLORY,KIM CAMPBELL
363,3,ACADEMY GO,SHIRLEY PENN
364,10,ACADEMY GODFATHER,JULIA ANISTON
365,2,ACADEMY GOLD,KIRSTEN AFFLECK
366,6,ACADEMY GOLDFINGER,CHRIS RYAN
367,3,ACADEMY GOLDMINE,KIRK MCGREGOR
368,14,ACADEMY GONE,JEREMY GIBSON
369,3,ACADEMY GOODFELLAS,OLYMPIA DEGENERES
370,6,ACADEMY GORGEOUS,KIRSTEN MATTHAU
371,14,ACADEMY GOSFORD,SALLY PENN
372,8,ACADEMY GRACELAND,JOE SWANK
373,13,ACADEMY GRADUATE,ANNETTE HAYEK
374,16,ACADEMY GRAFFITI,WHOOPI FINNEY
375,5,ACADEMY GRAIL,BRUCE FIENNES
376,15,ACADEMY GRAPES,DIANE BERRY
377,10,ACADEMY GREASE,PENELOPE LEIGH
378,13,ACADEMY GREATEST,PAUL FREEMAN
379,10,ACADEMY GREEDY,ELVIS KAHN
380,1,ACADEMY GREEK,KIRSTEN HURT
381,11,ACADEMY GRINCH,SALLY DAMON
382,13,ACADEMY GRIT,KATHARINE LAW
383,15,ACADEMY GROOVE,JOE HEPBURN
384,11,ACADEMY GROSSE,KIM SUVARI
385,3,ACADEMY GROUNDHOG,EDWARD HECHE
386,8,ACADEMY GUMP,PARKER DAFOE
387,6,ACADEMY GUN,FAY STREEP
388,16,ACADEMY GUNFIGHT,HARRISON FORD
389,9,ACADEMY GUNFIGHTER,JUDE MONROE
390,14,ACADEMY GUYS,GOLDIE NOLTE
391,11,ACADEMY HALF,BOB THURMAN
392,3,ACADEMY HALL,ADAM LANSBURY
393,7,ACADEMY HALLOWEEN,OPRAH HAYEK
394,7,ACADEMY HAMLET,JAMES HAWN
395,13,ACADEMY HANDICAP,MARLON GABLE
396,1,ACADEMY HANGING,TOM BRANDO
397,5,ACADEMY HANKY,NEVE NORTON
398,12,ACADEMY HANOVER,LAURA JOLIE
399,4,ACADEMY HAPPINESS,SISSY MOSTEL
400,11,ACADEMY HARDLY,NICOLE GOLDBERG
401,6,ACADEMY HAROLD,GENE KUDROW
402,8,ACADEMY HARPER,KATHARINE WILLIAMS
403,6,ACADEMY HARRY,CHRISTOPHER WATSON
404,7,ACADEMY HATE,BETTE MCGREGOR
405,12,ACADEMY HAUNTED,ANDY WAYNE
406,11,ACADEMY HAUNTING,BRUCE MARX
407,14,ACADEMY HAWK,NEVE GOLDBERG
408,1,ACADEMY HEAD,SPENCER WEST
409,11,ACADEMY HEARTBREAKERS,THORA FINNEY
410,7,ACADEMY HEAVEN,CHRISTIAN GABLE
411,16,ACADEMY HEAVENLY,ALBERT HURT
412,14,ACADEMY HEAVYWEIGHTS,GARY DREYFUSS
413,9,ACADEMY HEDWIG,RUBY O'DONNELL
414,13,ACADEMY HELLFIGHTERS,ANTHONY KIDMAN
415,15,ACADEMY HIGH,ANNE MCQUEEN
416,8,ACADEMY HIGHBALL,GREGORY BACALL
417,8,ACADEMY HILLS,BETTE WEST
418,11,ACADEMY HOBBIT,JAMES BLOOM
419,4,ACADEMY HOCUS,SALLY FIELD
420,16,ACADEMY HOLES,OLYMPIA TRACY
421,15,ACADEMY HOLIDAY,ROCK HUDSON
422,2,ACADEMY HOLLOW,SIGOURNEY HAWN
423,15,ACADEMY HOLLYWOOD,JULIANNE SANDLER
424,11,ACADEMY HOLOCAUST,HENRY JOVOVICH
425,11,ACADEMY HOLY,FAY RYDER
426,4,ACADEMY HOME,NEVE ROBBINS
427,16,ACADEMY HOMEWARD,CARY BRODY
428,5,ACADEMY HOMICIDE,BRAD DAFOE
429,15,ACADEMY HONEY,SIDNEY DAY
430,11,ACADEMY HOOK,JOE GUINESS
431,4,ACADEMY HOOSIERS,BRUCE WRAY
432,11,ACADEMY HOPE,ETHAN AKROYD
433,2,ACADEMY HORN,ORLANDO COOPER
434,9,ACADEMY HORROR,JULIANNE THERON
435,3,ACADEMY HOTEL,MATT SOBIESKI
436,16,ACADEMY HOURS,JENNIFER ZELLWEGER
437,4,ACADEMY HOUSE,JOHN MARTIN
438,1,ACADEMY HUMAN,KARL HUSTON
439,2,ACADEMY HUNCHBACK,HUME DAY-LEWIS
440,15,ACADEMY HUNGER,HUGH SANDLER
441,1,ACADEMY HUNTER,CHRISTOPHER GARLAND
442,16,ACADEMY HUNTING,MIRA MATTHAU
443,14,ACADEMY HURRICANE,LENA BRANAGH
444,14,ACADEMY HUSTLER,JOHN ZELLWEGER
445,14,ACADEMY HYDE,WARREN KEITEL
446,7,ACADEMY HYSTERICAL,NICOLE BRIDGES
447,12,ACADEMY ICE,PEARL LANSBURY
448,9,ACADEMY IDAHO,WARREN SMITH
449,7,ACADEMY IDENTITY,SALLY BACALL
450,1,ACADEMY IDOLS,ZERO CAGE
451,6,ACADEMY IGBY,DARYL RICKMAN
452,5,ACADEMY ILLUSION,GROUCHO BAILEY
453,15,ACADEMY IMAGE,CUBA WILSON
454,12,ACADEMY IMPACT,HELEN HUDSON
455,2,ACADEMY IMPOSSIBLE,RIP GARBO
456,3,ACADEMY INCH,TOM PACINO
457,3,ACADEMY INDEPENDENCE,GEOFFREY BLOOM
458,14,ACADEMY INDIAN,NATALIE BEATTY
459,7,ACADEMY INFORMER,FARRAH MONROE
460,8,ACADEMY INNOCENT,WHOOPI DUNST
461,8,ACADEMY INSECTS,AL KAHN
462,11,ACADEMY INSIDER,SYLVESTER ANISTON
463,13,ACADEMY INSTINCT,CARRIE HANNAH
464,5,ACADEMY INTENTIONS,MICHAEL TAYLOR
465,3,ACADEMY INTERVIEW,DREW CAMPBELL
466,8,ACADEMY INTOLERABLE,BURT THERON
467,5,ACADEMY INTRIGUE,WOODY WEST
468,5,ACADEMY INVASION,SYLVESTER OLIVIER
469,8,ACADEMY IRON,ELLEN HORNE
470,2,ACADEMY ISHTAR,ANTHONY DAY-LEWIS
471,15,ACADEMY ISLAND,HARVEY SPACEK
472,1,ACADEMY ITALIAN,LIAM MARX
473,9,ACADEMY JACKET,ED BRODY
474,14,ACADEMY JADE,SHIRLEY AFFLECK
475,1,ACADEMY JAPANESE,CATE DICAPRIO
476,10,ACADEMY JASON,GRETA KELLY
477,10,ACADEMY JAWBREAKER,ETHAN LEWIS
478,13,ACADEMY JAWS,DORIS BOLGER
479,7,ACADEMY JEDI,PARKER GRANT
480,4,ACADEMY JEEPERS,DEBBIE JOLIE
481,15,ACADEMY JEKYLL,GRACE COSTNER
482,15,ACADEMY JEOPARDY,JIM POSEY
483,5,ACADEMY JERICHO,CHARLES POITIER
484,5,ACADEMY JERK,BEN CRUISE
485,16,ACADEMY JERSEY,ANTHONY PINKETT
486,16,ACADEMY JET,ROBIN WRAY
487,4,ACADEMY JINGLE,MORGAN BRODY
488,12,ACADEMY JOON,JAYNE LAW
489,10,ACADEMY JUGGLER,HILARY FINNEY
490,4,ACADEMY JUMANJI,MAE FINNEY
491,16,ACADEMY JUMPING,NICK IRONS
492,12,ACADEMY JUNGLE,BETTE BACALL
493,3,ACADEMY KANE,UMA HOPKINS
494,13,ACADEMY KARATE,GINA TRACY
495,2,ACADEMY KENTUCKIAN,WOODY ROBERTS
496,8,ACADEMY KICK,WILLIAM AKROYD
497,3,ACADEMY KILL,RITA KEITEL
498,11,ACADEMY KILLER,WINONA CAMPBELL
499,10,ACADEMY KING,DENNIS KILMER
500,10,ACADEMY KISS,KENNETH SINATRA
501,1,ACADEMY KISSING,LIZA ALLEN
502,14,ACADEMY KNOCK,THORA GUINESS
503,3,ACADEMY KRAMER,ANJELICA DRIVER
504,8,ACADEMY KWAI,GINA HOFFMAN
505,8,ACADEMY LABYRINTH,SANDRA TYLER
506,11,ACADEMY LADY,JACK KILMER
507,11,ACADEMY LADYBUGS,ANDY HARRIS
508,8,ACADEMY LAMBS,WILL DENCH
509,6,ACADEMY LANGUAGE,EWAN TRACY
510,12,ACADEMY LAWLESS,KARL BERRY
511,16,ACADEMY LAWRENCE,KEVIN PINKETT
512,1,ACADEMY LEAGUE,KARL MOSTEL
513,13,ACADEMY LEATHERNECKS,ROBIN POSEY
514,10,ACADEMY LEBOWSKI,CHARLIZE MINELLI
515,8,ACADEMY LEGALLY,ROBERT ASTAIRE
516,1,ACADEMY LEGEND,MATTHEW MALDEN
517,12,ACADEMY LESSON,GOLDIE BASINGER
